timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2025-06-27 00:00:00+00:00,106863.96,107437.49,106486.04,107435.8,1.38257,1750996799999,147391.3050024,394,1.03794,110635.3231489,0.0
2025-06-27 04:00:00+00:00,107486.77,107648.34,106915.38,106919.34,0.35989,1751011199999,38626.6938512,165,0.26853,28829.5476342,0.0
2025-06-27 08:00:00+00:00,106845.85,107158.48,106753.21,106894.46,0.14726,1751025599999,15756.6151811,77,0.12591,13474.4222647,0.0
2025-06-27 12:00:00+00:00,106823.61,107368.43,106414.03,107368.43,0.7532,1751039999999,80342.5774462,184,0.48484,51772.6694873,0.0
2025-06-27 16:00:00+00:00,107343.73,107590.61,106442.47,106999.99,1.29555,1751054399999,138570.5018952,230,0.34697,37151.5336037,0.0
2025-06-27 20:00:00+00:00,106913.39,107305.37,106867.22,107000.01,0.78478,1751068799999,84071.694328,141,0.51631,55312.5898733,0.0
2025-06-28 00:00:00+00:00,107095.18,107312.58,106760.82,107312.58,0.66873,1751083199999,71630.242768,129,0.18335,19639.8926298,0.0
2025-06-28 04:00:00+00:00,107312.59,107495.01,107114.37,107495.01,0.21762,1751097599999,23359.6141442,87,0.19027,20423.6452045,0.0
2025-06-28 08:00:00+00:00,107445.35,107494.7,107177.13,107362.99,0.37009,1751111999999,39748.2367412,101,0.13735,14748.2099109,0.0
2025-06-28 12:00:00+00:00,107307.93,107495.01,107041.66,107453.07,0.12491,1751126399999,13396.780644,128,0.10695,11472.2785336,0.0
2025-06-28 16:00:00+00:00,107492.27,107577.07,107214.9,107214.9,0.84794,1751140799999,91078.3021697,152,0.58566,62925.1384769,0.0
2025-06-28 20:00:00+00:00,107186.73,107431.74,107116.99,107325.32,0.4845,1751155199999,51969.152548,205,0.29211,31348.2682698,0.0
2025-06-29 00:00:00+00:00,107342.78,107544.94,107152.5,107191.71,0.34997,1751169599999,37579.2810427,215,0.24777,26609.5792992,0.0
2025-06-29 04:00:00+00:00,107253.02,107350.94,107186.97,107350.94,0.23567,1751183999999,25283.5725346,166,0.14885,15972.0832696,0.0
2025-06-29 08:00:00+00:00,107350.94,108473.62,107350.94,108387.47,1.65354,1751198399999,178580.6148254,361,1.41716,153044.4446937,0.0
2025-06-29 12:00:00+00:00,108414.49,108414.49,107698.89,107792.59,0.6079,1751212799999,65716.8646016,223,0.15326,16579.1916775,0.0
2025-06-29 16:00:00+00:00,107704.89,107813.31,107337.28,107479.49,2.53995,1751227199999,272954.1699462,372,0.46064,49531.8934552,0.0
2025-06-29 20:00:00+00:00,107369.83,108428.36,107264.24,108296.9,0.51556,1751241599999,55677.2310688,211,0.25588,27625.53115,0.0
2025-06-30 00:00:00+00:00,108382.69,108746.16,108204.43,108608.36,1.97928,1751255999999,214862.9569311,420,1.32579,143936.4281138,0.0
2025-06-30 04:00:00+00:00,108603.38,108603.38,107577.97,107700.73,0.30977,1751270399999,33446.3678006,191,0.05327,5759.203722,0.0
2025-06-30 08:00:00+00:00,107687.86,107948.49,107422.75,107699.93,1.05083,1751284799999,113003.2794806,98,0.12438,13389.2902123,0.0
2025-06-30 12:00:00+00:00,107592.82,107843.61,106766.08,107631.72,0.93368,1751299199999,100272.8484444,277,0.52545,56445.2412377,0.0
2025-06-30 16:00:00+00:00,107499.31,107814.55,107140.16,107662.63,0.76551,1751313599999,82294.5222261,212,0.5943,63923.1256542,0.0
2025-06-30 20:00:00+00:00,107782.99,107800.32,106915.38,107214.96,2.11669,1751327999999,226759.5501575,247,0.20927,22487.8749064,0.0
2025-07-01 00:00:00+00:00,107067.23,107471.65,107028.26,107191.7,1.7107,1751342399999,183317.0224107,259,0.44758,47998.0723781,0.0
